	Unnamed: 0	start	end	text	speaker	mention	character	round	transaction_unit	tu_relation	da	da_conf
134	134	858.44	859.44	Op plek 4.	robot			3	14	ack-confirm	statement	4.47830057144165
135	135	860.44	864.92	 Het volgende is een vrouw met kort blond haar.	human	een vrouw met kort blond haar.	9	3	15		statement	5.222376346588140
136	136	869.92	871.92	Die staat op plek 3.	robot			3	15	ack-done	statement	5.52634859085083
137	137	873.92	879.92	 En dan heb ik de laatste is de vrouw met half lang blond haar.	human	de vrouw met half lang blond haar.	1	3	16		statement	4.859311103820800
138	138	879.92	881.92	 En een blauwe shirt.	human	 En een blauwe shirt.	1	3	16	continue-description	statement	5.7737040519714400
139	139	883.92	885.92	Die staat op plek 1.	robot			3	16	ack-done	statement	5.795863628387450
140	140	887.92	888.92	 Oké.	human			3			back-channeling	3.714634656906130
141	141	889.92	891.92	 Dan gaan we weer door.	human			3			statement	3.237475633621220
142	142	895.92	897.92	Mijn score is 5.	human			3			statement	4.860252857208250
143	143	899.92	900.92	 Super.	robot			3			comment	2.884734630584720
144	144	901.92	902.92	 Ga door.	human			3			abandon	3.998558759689330
145	145	903.92	904.92	 In het museum.	human			4			statement	2.054105758666990
146	146	905.4	907.4	Wie staat er op 1?	robot			4	17		open_question_factual	4.858957290649410
147	147	907.4	911.4	" De eerste plek, daar staat de jongen met de bril met het kruiselig haar."	human	de jongen met de bril met het kruiselig haar.	2	4	17	answer-description	statement	2.2807929515838600
148	148	913.4	916.4	"O ja, die staat bij mij op plek 3."	robot			4	17	ack-done	statement	2.415306329727170
149	153	930.88	937.88	 Dan heb ik een vrouw met bruin haar en een donkerblauwe shirt.	human	een vrouw met bruin haar en een donkerblauwe shirt.	6	4	18		statement	5.54387092590332
150	154	941.88	944.88	" O ja, die staat bij mij op op die plek."	robot			4	18	ack-done	statement	4.3499064445495600
151	155	944.88	946.88	Op plekje nummer 2.	human			4	18	ack-confirm	statement	4.368647575378420
152	156	947.88	950.88	 Dan heb ik de volgende is de kale man.	human	de kale man.	3	4	19		statement	5.814297199249270
153	157	952.88	954.88	Bij mij staat die op plek 1.	human			4	19	ack-done	statement	5.659491062164310
154	158	955.88	956.88	Op plek 1.	robot			4	19	ack-confirm	statement	3.8138673305511500
155	159	957.88	958.88	 Oké.	human			4	19	ack	back-channeling	4.111298084259030
156	160	959.36	960.36	Op plekje 1.	human			4	19	ack-confirm	statement	2.933760166168210
157	161	961.36	964.36	 Dan heb ik een man met kort zwart haar.	human	een man met kort zwart haar.	15	4	20		statement	6.126925468444820
158	162	966.36	968.36	Bij mij staat die op plek 5.	robot			4	20	ack-done	statement	5.774747848510740
159	163	970.36	975.36	 En de laatste is de vrouw met half donkerblond lang haar.	human	de vrouw met half donkerblond lang haar.	1	4	21		statement	4.085294723510740
160	164	976.36	979.36	"O ja, die staat bij mij op plek 4."	robot			4	21	ack-done	statement	3.501220464706420
161	165	979.36	980.36	 Heel goed.	human			4	21	ack	appreciation	3.377145767211910
162	166	981.36	983.36	 Hebben we ze nu allemaal gehad?	robot			4			yes_no_question	3.0283029079437300
163	167	983.36	985.36	 Dan hebben we ze allemaal.	human			4			statement	5.180477619171140
164	168	985.36	986.36	 Dan gaan we weer door.	human			4			statement	4.257150173187260
165	169	987.36	988.36	 Ja.	robot			4			back-channeling	2.724200487136840
166	170	989.36	991.36	Hebben we een score van 5 weer.	human			4			yes_no_question	3.10178542137146
167	171	992.36	993.36	 Mooi.	robot			5			comment	1.6276153326034500
168	172	995.36	997.36	 Dat gaat goed.	robot			5			comment	1.322698712348940
169	173	1008.36	1013.36	 Op de eerste plek heb ik de jongen met de bril met kroeselig haar.	human	de jongen met de bril met kroeselig haar.	2	5	22		statement	4.100270748138430
170	174	1016.36	1018.36	Bij mij staat die op plek 5.	robot			5	22	ack-done	statement	5.355749130249020
171	175	1019.36	1025.36	 De tweede plek heb ik een vrouw met lang bruin haar.	human	een vrouw met lang bruin haar.	11	5	23		statement	5.266655921936040
172	176	1027.36	1029.36	 Die staat bij mij ook op die plek.	robot			5	23	ack-done	statement	4.077414035797120
173	177	1029.36	1030.36	Op plekje 2.	human			5	23	ack-confirm	opinion	4.370734691619870
174	178	1033.36	1038.36	" De volgende is een man, kaal hoofd en een zwarte shirt."	human	"een man, kaal hoofd en een zwarte shirt."	13	5	24		statement	5.2898268699646
175	179	1041.36	1043.36	Bij mij staat die op plek 4.	robot			5	24	ack-done	statement	5.4315361976623500
176	180	1044.36	1045.36	Staat op plek 4.	human			5	24	ack-confirm	statement	3.865821361541750
177	181	1045.84	1055.84	 Dan heb ik de vrouw met half lang bruin blond haar en een lichtblauwe shirt.	human	de vrouw met half lang bruin blond haar en een lichtblauwe shirt.	1	5	25		statement	5.732395648956300
178	182	1055.84	1057.84	"O ja, die staat bij mij op plek 1."	robot			5	25	ack-done	statement	4.292374134063720
179	183	1060.84	1063.84	 En de volgende is de kale man met een groen shirt.	human	de kale man met een groen shirt.	3	5	26		statement	3.28137469291687
180	184	1066.84	1069.84	"O ja, die staat bij mij op plek 3."	robot			5	26	ack-done	statement	2.0117642879486100
181	185	1072.84	1073.84	 Oké.	human			5	26	ack	back-channeling	4.550441265106200
182	186	1076.36	1078.36	We hebben weer een score van 5.	human			5			statement	3.890427589416500
183	187	1079.36	1080.36	 Dan kunnen we door.	robot			5			statement	3.934224843978880
184	188	1080.36	1081.36	 Dan gaan we door.	human			5			statement	3.4565703868866000
185	189	1081.36	1082.36	 Mooi hoor.	robot			5			comment	1.6624349355697600
186	190	1099.36	1104.36	 Op de eerste plek staat een vrouw met lang blond haar en een donkerblauw shirt.	human	een vrouw met lang blond haar en een donkerblauw shirt.	7	6	27		statement	2.0109450817108200
187	191	1106.36	1108.36	 Die staat bij mij op die plek.	robot			6	27	ack-done	statement	4.3458099365234400
188	192	1108.36	1109.36	Op plekje nummer 1.	human			6	27	ack-confirm	opinion	4.705179214477540
189	193	1111.36	1116.36	Op plekje nummer 2 staat een kale man met een lichtgroen shirt.	human	een kale man met een lichtgroen shirt.	3	6	28		statement	5.0597405433654800
190	194	1124.36	1127.36	"O ja, die staat bij mij op plek 3."	robot			6	28	ack-done	statement	3.664705753326420
191	195	1130.36	1134.36	 En dan heb ik een kale man met een donkergroen shirt.	human	een kale man met een donkergroen shirt.	5	6	29		statement	5.018235206604000
192	196	1136.36	1139.36	"O ja, die staat bij mij op plek 2."	robot			6	29	ack-done	statement	3.764320135116580
193	197	1142.36	1145.36	 En dan heb ik de jongen met de bril en kroeselig haar.	human	de jongen met de bril en kroeselig haar.	2	6	30		statement	4.984091758728030
194	198	1148.36	1149.36	 Ja.	robot			6	30	ack	statement	3.6004040241241500
195	199	1150.36	1152.36	Bij mij staat die op plek 5.	robot			6	30	ack-done	statement	4.680797100067140
196	200	1152.36	1153.36	Op plekje 5.	human			6	30	ack-confirm	statement	4.202513217926030
197	201	1153.36	1159.36	 En dan heb ik de vrouw met een lichtblauwe shirt en half lang blond haar.	human	de vrouw met een lichtblauwe shirt en half lang blond haar.	1	6	31		statement	4.9255523681640600
198	202	1159.36	1162.36	"O ja, die staat bij mij op plek 4."	robot			6	31	ack-done	statement	4.369390964508060
199	203	1163.36	1164.36	 Heel goed.	human			6	31	ack	appreciation	3.377145767211910
200	204	1165.36	1167.36	 Dit was de laatste ronde.	robot			6			statement	2.1336305141449000
201	205	1167.36	1168.36	 Dan gaan we door.	human			6			statement	1.8567471504211400
202	206	1168.36	1170.36	 Dan kunnen we door naar je eindscore.	robot			6			statement	4.105620384216310
203	207	1171.36	1173.36	De eindscore is 30.	human			0			statement	3.1503636837005600
204	208	1173.36	1174.36	 Goed gedaan.	robot			0			appreciation	3.6068482398986800
205	209	1175.36	1178.36	 Op het scherm zie je nu je eindscore.	robot			0			statement	2.333343744277950
206	210	1178.36	1179.36	 Ja.	human			0			back-channeling	3.2433526515960700
207	211	1179.36	1180.36	 Mooie score hoor.	robot			0			appreciation	1.1277124881744400
208	212	1180.36	1181.36	 Dank je wel.	human			0			thanking	1.300689458847050
209	213	1182.36	1184.36	 Nu is het spel afgelopen.	robot			0			statement	2.100375175476070
210	214	1185.36	1186.36	 Bedankt.	robot			0			thanking	1.2087417840957600
211	215	1186.36	1189.36	 Het was leuk om een spelletje met je te spelen.	robot			0			comment	1.7112597227096600
212	216	1189.36	1190.36	 Ook met jou.	human			0			statement	3.1965489387512200
213	217	1190.36	1195.36	 Als allerlaatste wil ik je opnieuw vragen om wat vragen te beantwoorden.	robot			0			command	4.375141143798830
214	218	1195.36	1196.36	 Helemaal goed.	human			0			comment	3.3280835151672400
215	219	1196.36	1201.36	 Na de vragenlijst is het experiment klaar en kan je het groepje verladen.	robot			0			statement	4.041543960571290
216	220	1201.36	1202.36	 Helemaal goed.	human			0			comment	3.948467254638670
217	221	1202.36	1206.36	 Druk op het scherm op de link om naar de vragen te gaan.	robot			0			comment	2.1189427375793500
218	222	1207.36	1208.36	 Ik neem nu afscheid.	robot			0			statement	4.472483158111570
219	223	1208.36	1209.36	 Dag hoor.	human			0			abandon	3.1829943656921400
220	224	1209.36	1212.36	 Bedankt voor het meespelen en tot ziens.	robot			0			thanking	4.077078819274900
221	225	1213.36	1214.36	 Dag.	human			0			abandon	3.655365467071530
